countOBU,countRSU,latitude,longitude,Ax,Ay,Az,datetime,timeFromBeginning
1,4,19.478713,-99.2374996667,-0.513916015625,-0.165283203125,0.74658203125,2021-02-03 19:37:48.468802,0:00:02.116905
2,5,19.478718,-99.2374988333,-0.529541015625,-0.161865234375,0.741455078125,2021-02-03 19:37:48.529986,0:00:02.178092
3,6,19.4787231667,-99.2375015,-0.5078125,-0.16015625,0.73974609375,2021-02-03 19:37:48.996770,0:00:02.644871
4,7,19.4787255,-99.237499,-0.5283203125,-0.1611328125,0.740478515625,2021-02-03 19:37:50.000760,0:00:03.648863
5,8,19.478736,-99.2374941667,-0.51220703125,-0.154296875,0.7431640625,2021-02-03 19:37:50.998535,0:00:04.646636
6,9,19.4787378333,-99.237494,-0.51318359375,-0.157470703125,0.744384765625,2021-02-03 19:37:51.997767,0:00:05.645868
7,10,19.4787456667,-99.2374933333,-0.51513671875,-0.155517578125,0.7197265625,2021-02-03 19:37:52.998787,0:00:06.646891
8,11,19.4787515,-99.2374935,-0.51171875,-0.165283203125,0.737060546875,2021-02-03 19:37:53.998219,0:00:07.646320
9,12,19.478753,-99.2374931667,-0.506591796875,-0.16015625,0.7412109375,2021-02-03 19:37:54.998030,0:00:08.646133
10,13,19.4787568333,-99.2374913333,-0.515380859375,-0.165771484375,0.73876953125,2021-02-03 19:37:55.999493,0:00:09.647594
