countOBU,countRSU,latitude,longitude,Ax,Ay,Az,datetime,timeFromBeginning
1,1,19.2857591667,-99.1363933333,0.058349609375,0.29833984375,0.912353515625,2021-02-04 09:40:47.297326,0:00:03.943069
2,2,19.285758,-99.1363908333,0.149169921875,0.275390625,0.8125,2021-02-04 09:40:47.348217,0:00:03.993958
3,3,19.2857655,-99.1363956667,0.05419921875,0.23681640625,0.858642578125,2021-02-04 09:40:47.396319,0:00:04.042061
4,4,19.2857625,-99.1363995,0.0458984375,0.2509765625,0.844970703125,2021-02-04 09:40:47.465196,0:00:04.110939
5,5,19.2857578333,-99.1364018333,0.17626953125,0.263427734375,0.856689453125,2021-02-04 09:40:48.052478,0:00:04.698220
6,6,19.2857551667,-99.1364043333,0.0615234375,0.2578125,0.872314453125,2021-02-04 09:40:49.055775,0:00:05.701518
7,7,19.2857508333,-99.136403,0.01513671875,0.2666015625,0.72998046875,2021-02-04 09:40:50.063459,0:00:06.709202
8,8,19.285753,-99.1364071667,0.0322265625,0.31298828125,0.875244140625,2021-02-04 09:40:51.055351,0:00:07.701093
9,9,19.2857483333,-99.1364055,0.2998046875,0.27490234375,0.93017578125,2021-02-04 09:40:52.053869,0:00:08.699611
10,10,19.285746,-99.1364055,0.020263671875,0.33251953125,0.59619140625,2021-02-04 09:40:53.052440,0:00:09.698182
11,11,19.2857465,-99.1364075,0.117919921875,0.26220703125,0.807373046875,2021-02-04 09:41:06.522638,0:00:23.168380
12,12,19.2857565,-99.136414,0.005126953125,0.283935546875,0.92041015625,2021-02-04 09:41:06.572029,0:00:23.217772
13,13,19.2857615,-99.1364171667,0.0712890625,0.270751953125,0.85986328125,2021-02-04 09:41:06.798797,0:00:23.444540
14,14,19.2857613333,-99.1364176667,0.094970703125,0.286376953125,0.909912109375,2021-02-04 09:41:06.854784,0:00:23.500526
15,15,19.285768,-99.1364195,0.145751953125,0.26904296875,0.846923828125,2021-02-04 09:41:06.909887,0:00:23.555629
16,16,19.2857763333,-99.1364256667,0.024658203125,0.272216796875,0.856201171875,2021-02-04 09:41:07.146989,0:00:23.792732
17,17,19.2857778333,-99.136425,0.0283203125,0.268310546875,0.89111328125,2021-02-04 09:41:07.193855,0:00:23.839597
